fertilisation,residue,weather_scenario,weather_factor,weather_signed_change_pct,strip_position,weather_is_baseline,system_asy_MgDM_ha_yr,sd_across_rotations,n_rotations,signed_level,wf,scen_label,reference_asy,relative_yield_pct,management_label,leaching_kgN_ha,leaching_sd_kgN_ha,driver,yield_metric
Mineral fertiliser,Residue Removed,weatherRad10dwnCenter,Radiation,-10,Center,FALSE,3.1229649109848485,0.25963751745285013,4,-10,Radiation,Rad -10%,4.609862946969697,67.7452875912013,Mineral fertiliser | Residue Removed,21.732920133333334,3.3076322708566863,Radiation,Grain ASY (WW + SY)
Mineral fertiliser,Residue Removed,weatherRad20dwnCenter,Radiation,-20,Center,FALSE,2.5618234696969697,0.23672404204681363,4,-20,Radiation,Rad -20%,4.609862946969697,55.57266016728306,Mineral fertiliser | Residue Removed,21.505685494444442,4.892255211118629,Radiation,Grain ASY (WW + SY)
Mineral fertiliser,Residue Removed,weatherRad30dwnCenter,Radiation,-30,Center,FALSE,1.9193560549242423,0.17851462647442914,4,-30,Radiation,Rad -30%,4.609862946969697,41.635859395471506,Mineral fertiliser | Residue Removed,20.205875725925925,2.933188990115216,Radiation,Grain ASY (WW + SY)
Mineral fertiliser,Residue Removed,weatherRad5dwnCenter,Radiation,-5,Center,FALSE,3.3991011041666668,0.3102506585525292,4,-5,Radiation,Rad -5%,4.609862946969697,73.73540478900946,Mineral fertiliser | Residue Removed,20.40758783,2.2305964063762054,Radiation,Grain ASY (WW + SY)
Mineral fertiliser,Residue Removed,weatherTmp0Center,Temperature,0,Center,FALSE,4.3519087935606064,0.36704500206260704,4,0,Temperature,Tmp 0degC,4.609862946969697,94.40429886145189,Mineral fertiliser | Residue Removed,21.987819784537038,3.0087422929191594,Temperature,Grain ASY (WW + SY)
Mineral fertiliser,Residue Removed,weatherTmp0p5upCenter,Temperature,0.5,Center,FALSE,4.659748856060606,0.3677704011993226,4,0.5,Temperature,Tmp +0.5degC,4.609862946969697,101.08215601341688,Mineral fertiliser | Residue Removed,22.680351771481483,2.526967540920047,Temperature,Grain ASY (WW + SY)
Mineral fertiliser,Residue Removed,weatherTmp1upCenter,Temperature,1,Center,FALSE,4.9377489015151514,0.33299220761288917,4,1,Temperature,Tmp +1degC,4.609862946969697,107.11270504822689,Mineral fertiliser | Residue Removed,24.479110894444446,1.2245488867060939,Temperature,Grain ASY (WW + SY)
Mineral fertiliser,Residue Removed,weatherTmp2dwnCenter,Temperature,-2,Center,FALSE,2.817613338068182,0.5298836905814805,4,-2,Temperature,Tmp -2degC,4.609862946969697,61.121412295355675,Mineral fertiliser | Residue Removed,11.751167078333333,4.123652983843145,Temperature,Grain ASY (WW + SY)
Mineral fertiliser,Residue Removed,weatherTmp2upCenter,Temperature,2,Center,FALSE,5.150224890151515,0.2174164909690737,4,2,Temperature,Tmp +2degC,4.609862946969697,111.72186569097516,Mineral fertiliser | Residue Removed,25.47977211371296,2.753223213215831,Temperature,Grain ASY (WW + SY)
Mineral fertiliser,Residue Removed,weatherTmp3dwnCenter,Temperature,-3,Center,FALSE,1.932343261155303,0.5091114084333082,4,-3,Temperature,Tmp -3degC,4.609862946969697,41.9175859105645,Mineral fertiliser | Residue Removed,9.914541317513889,3.808971876471592,Temperature,Grain ASY (WW + SY)
Mineral fertiliser,Residue Removed,weatherTmp3upCenter,Temperature,3,Center,FALSE,4.906151462121212,0.19216389368641473,4,3,Temperature,Tmp +3degC,4.609862946969697,106.42727383785413,Mineral fertiliser | Residue Removed,24.894658196296298,2.5339214403151713,Temperature,Grain ASY (WW + SY)
