simulation_id,scenario_unit,reference_type,run_id,soil,rotation,rotation_code,fertilisation,residue,weather_scenario,weather_factor,weather_direction,weather_change_pct,weather_signed_change_pct,strip_position,weather_is_baseline
SIM0371,percent,VAPV 0-level (modelled microclimate),foulum_Rotation4DigRet_weatherRad0East,foulum,Rotation 4,4,Biogas digestate,Residue Retained,weatherRad0East,Radiation,No change,0,0,East,FALSE
SIM0372,percent,VAPV 0-level (modelled microclimate),foulum_Rotation4DigRet_weatherRad0West,foulum,Rotation 4,4,Biogas digestate,Residue Retained,weatherRad0West,Radiation,No change,0,0,West,FALSE
SIM0373,degC,Perturbation from VAPV 0-level,foulum_Rotation4DigRet_weatherTmp3dwnCenter,foulum,Rotation 4,4,Biogas digestate,Residue Retained,weatherTmp3dwnCenter,Temperature,Decrease,3,-3,Center,FALSE
SIM0374,degC,Perturbation from VAPV 0-level,foulum_Rotation4DigRet_weatherTmp2dwnCenter,foulum,Rotation 4,4,Biogas digestate,Residue Retained,weatherTmp2dwnCenter,Temperature,Decrease,2,-2,Center,FALSE
SIM0375,degC,VAPV 0-level (modelled microclimate),foulum_Rotation4DigRet_weatherTmp0Center,foulum,Rotation 4,4,Biogas digestate,Residue Retained,weatherTmp0Center,Temperature,No change,0,0,Center,FALSE
SIM0376,degC,VAPV 0-level (modelled microclimate),foulum_Rotation4DigRet_weatherTmp0East,foulum,Rotation 4,4,Biogas digestate,Residue Retained,weatherTmp0East,Temperature,No change,0,0,East,FALSE
SIM0377,degC,VAPV 0-level (modelled microclimate),foulum_Rotation4DigRet_weatherTmp0West,foulum,Rotation 4,4,Biogas digestate,Residue Retained,weatherTmp0West,Temperature,No change,0,0,West,FALSE
SIM0378,degC,Perturbation from VAPV 0-level,foulum_Rotation4DigRet_weatherTmp0p5upCenter,foulum,Rotation 4,4,Biogas digestate,Residue Retained,weatherTmp0p5upCenter,Temperature,Increase,0.5,0.5,Center,FALSE
SIM0379,degC,Perturbation from VAPV 0-level,foulum_Rotation4DigRet_weatherTmp1upCenter,foulum,Rotation 4,4,Biogas digestate,Residue Retained,weatherTmp1upCenter,Temperature,Increase,1,1,Center,FALSE
SIM0380,degC,Perturbation from VAPV 0-level,foulum_Rotation4DigRet_weatherTmp2upCenter,foulum,Rotation 4,4,Biogas digestate,Residue Retained,weatherTmp2upCenter,Temperature,Increase,2,2,Center,FALSE
SIM0381,degC,Perturbation from VAPV 0-level,foulum_Rotation4DigRet_weatherTmp3upCenter,foulum,Rotation 4,4,Biogas digestate,Residue Retained,weatherTmp3upCenter,Temperature,Increase,3,3,Center,FALSE
SIM0382,percent,Perturbation from VAPV 0-level,foulum_Rotation4DigRet_weatherWin70dwnCenter,foulum,Rotation 4,4,Biogas digestate,Residue Retained,weatherWin70dwnCenter,Wind,Decrease,70,-70,Center,FALSE
SIM0383,percent,Perturbation from VAPV 0-level,foulum_Rotation4DigRet_weatherWin60dwnCenter,foulum,Rotation 4,4,Biogas digestate,Residue Retained,weatherWin60dwnCenter,Wind,Decrease,60,-60,Center,FALSE
SIM0384,percent,Perturbation from VAPV 0-level,foulum_Rotation4DigRet_weatherWin50dwnCenter,foulum,Rotation 4,4,Biogas digestate,Residue Retained,weatherWin50dwnCenter,Wind,Decrease,50,-50,Center,FALSE
SIM0385,percent,Perturbation from VAPV 0-level,foulum_Rotation4DigRet_weatherWin40dwnCenter,foulum,Rotation 4,4,Biogas digestate,Residue Retained,weatherWin40dwnCenter,Wind,Decrease,40,-40,Center,FALSE
SIM0386,percent,Perturbation from VAPV 0-level,foulum_Rotation4DigRet_weatherWin30dwnCenter,foulum,Rotation 4,4,Biogas digestate,Residue Retained,weatherWin30dwnCenter,Wind,Decrease,30,-30,Center,FALSE
SIM0387,percent,Perturbation from VAPV 0-level,foulum_Rotation4DigRet_weatherWin20dwnCenter,foulum,Rotation 4,4,Biogas digestate,Residue Retained,weatherWin20dwnCenter,Wind,Decrease,20,-20,Center,FALSE
SIM0388,percent,VAPV 0-level (modelled microclimate),foulum_Rotation4DigRet_weatherWin0Center,foulum,Rotation 4,4,Biogas digestate,Residue Retained,weatherWin0Center,Wind,No change,0,0,Center,FALSE
SIM0389,percent,VAPV 0-level (modelled microclimate),foulum_Rotation4DigRet_weatherWin0East,foulum,Rotation 4,4,Biogas digestate,Residue Retained,weatherWin0East,Wind,No change,0,0,East,FALSE
SIM0390,percent,VAPV 0-level (modelled microclimate),foulum_Rotation4DigRet_weatherWin0West,foulum,Rotation 4,4,Biogas digestate,Residue Retained,weatherWin0West,Wind,No change,0,0,West,FALSE
SIM0391,NA,Open-field baseline,foulum_Rotation4MinRem_weatherBaselineopen,foulum,Rotation 4,4,Mineral fertiliser,Residue Removed,weatherBaselineopen,Baseline,No change,0,0,Open field,TRUE
SIM0392,percent,Perturbation from VAPV 0-level,foulum_Rotation4MinRem_weatherRad30dwnCenter,foulum,Rotation 4,4,Mineral fertiliser,Residue Removed,weatherRad30dwnCenter,Radiation,Decrease,30,-30,Center,FALSE
SIM0393,percent,Perturbation from VAPV 0-level,foulum_Rotation4MinRem_weatherRad20dwnCenter,foulum,Rotation 4,4,Mineral fertiliser,Residue Removed,weatherRad20dwnCenter,Radiation,Decrease,20,-20,Center,FALSE
SIM0394,percent,Perturbation from VAPV 0-level,foulum_Rotation4MinRem_weatherRad10dwnCenter,foulum,Rotation 4,4,Mineral fertiliser,Residue Removed,weatherRad10dwnCenter,Radiation,Decrease,10,-10,Center,FALSE
SIM0395,percent,Perturbation from VAPV 0-level,foulum_Rotation4MinRem_weatherRad5dwnCenter,foulum,Rotation 4,4,Mineral fertiliser,Residue Removed,weatherRad5dwnCenter,Radiation,Decrease,5,-5,Center,FALSE
SIM0396,percent,VAPV 0-level (modelled microclimate),foulum_Rotation4MinRem_weatherRad0Center,foulum,Rotation 4,4,Mineral fertiliser,Residue Removed,weatherRad0Center,Radiation,No change,0,0,Center,FALSE
SIM0397,percent,VAPV 0-level (modelled microclimate),foulum_Rotation4MinRem_weatherRad0East,foulum,Rotation 4,4,Mineral fertiliser,Residue Removed,weatherRad0East,Radiation,No change,0,0,East,FALSE
SIM0398,percent,VAPV 0-level (modelled microclimate),foulum_Rotation4MinRem_weatherRad0West,foulum,Rotation 4,4,Mineral fertiliser,Residue Removed,weatherRad0West,Radiation,No change,0,0,West,FALSE
SIM0399,degC,Perturbation from VAPV 0-level,foulum_Rotation4MinRem_weatherTmp3dwnCenter,foulum,Rotation 4,4,Mineral fertiliser,Residue Removed,weatherTmp3dwnCenter,Temperature,Decrease,3,-3,Center,FALSE
SIM0400,degC,Perturbation from VAPV 0-level,foulum_Rotation4MinRem_weatherTmp2dwnCenter,foulum,Rotation 4,4,Mineral fertiliser,Residue Removed,weatherTmp2dwnCenter,Temperature,Decrease,2,-2,Center,FALSE
SIM0401,degC,VAPV 0-level (modelled microclimate),foulum_Rotation4MinRem_weatherTmp0Center,foulum,Rotation 4,4,Mineral fertiliser,Residue Removed,weatherTmp0Center,Temperature,No change,0,0,Center,FALSE
SIM0402,degC,VAPV 0-level (modelled microclimate),foulum_Rotation4MinRem_weatherTmp0East,foulum,Rotation 4,4,Mineral fertiliser,Residue Removed,weatherTmp0East,Temperature,No change,0,0,East,FALSE
SIM0403,degC,VAPV 0-level (modelled microclimate),foulum_Rotation4MinRem_weatherTmp0West,foulum,Rotation 4,4,Mineral fertiliser,Residue Removed,weatherTmp0West,Temperature,No change,0,0,West,FALSE
SIM0404,degC,Perturbation from VAPV 0-level,foulum_Rotation4MinRem_weatherTmp0p5upCenter,foulum,Rotation 4,4,Mineral fertiliser,Residue Removed,weatherTmp0p5upCenter,Temperature,Increase,0.5,0.5,Center,FALSE
SIM0405,degC,Perturbation from VAPV 0-level,foulum_Rotation4MinRem_weatherTmp1upCenter,foulum,Rotation 4,4,Mineral fertiliser,Residue Removed,weatherTmp1upCenter,Temperature,Increase,1,1,Center,FALSE
SIM0406,degC,Perturbation from VAPV 0-level,foulum_Rotation4MinRem_weatherTmp2upCenter,foulum,Rotation 4,4,Mineral fertiliser,Residue Removed,weatherTmp2upCenter,Temperature,Increase,2,2,Center,FALSE
SIM0407,degC,Perturbation from VAPV 0-level,foulum_Rotation4MinRem_weatherTmp3upCenter,foulum,Rotation 4,4,Mineral fertiliser,Residue Removed,weatherTmp3upCenter,Temperature,Increase,3,3,Center,FALSE
SIM0408,percent,Perturbation from VAPV 0-level,foulum_Rotation4MinRem_weatherWin70dwnCenter,foulum,Rotation 4,4,Mineral fertiliser,Residue Removed,weatherWin70dwnCenter,Wind,Decrease,70,-70,Center,FALSE
SIM0409,percent,Perturbation from VAPV 0-level,foulum_Rotation4MinRem_weatherWin60dwnCenter,foulum,Rotation 4,4,Mineral fertiliser,Residue Removed,weatherWin60dwnCenter,Wind,Decrease,60,-60,Center,FALSE
SIM0410,percent,Perturbation from VAPV 0-level,foulum_Rotation4MinRem_weatherWin50dwnCenter,foulum,Rotation 4,4,Mineral fertiliser,Residue Removed,weatherWin50dwnCenter,Wind,Decrease,50,-50,Center,FALSE
SIM0411,percent,Perturbation from VAPV 0-level,foulum_Rotation4MinRem_weatherWin40dwnCenter,foulum,Rotation 4,4,Mineral fertiliser,Residue Removed,weatherWin40dwnCenter,Wind,Decrease,40,-40,Center,FALSE
SIM0412,percent,Perturbation from VAPV 0-level,foulum_Rotation4MinRem_weatherWin30dwnCenter,foulum,Rotation 4,4,Mineral fertiliser,Residue Removed,weatherWin30dwnCenter,Wind,Decrease,30,-30,Center,FALSE
SIM0413,percent,Perturbation from VAPV 0-level,foulum_Rotation4MinRem_weatherWin20dwnCenter,foulum,Rotation 4,4,Mineral fertiliser,Residue Removed,weatherWin20dwnCenter,Wind,Decrease,20,-20,Center,FALSE
SIM0414,percent,VAPV 0-level (modelled microclimate),foulum_Rotation4MinRem_weatherWin0Center,foulum,Rotation 4,4,Mineral fertiliser,Residue Removed,weatherWin0Center,Wind,No change,0,0,Center,FALSE
SIM0415,percent,VAPV 0-level (modelled microclimate),foulum_Rotation4MinRem_weatherWin0East,foulum,Rotation 4,4,Mineral fertiliser,Residue Removed,weatherWin0East,Wind,No change,0,0,East,FALSE
SIM0416,percent,VAPV 0-level (modelled microclimate),foulum_Rotation4MinRem_weatherWin0West,foulum,Rotation 4,4,Mineral fertiliser,Residue Removed,weatherWin0West,Wind,No change,0,0,West,FALSE
SIM0417,NA,Open-field baseline,foulum_Rotation4MinRet_weatherBaselineopen,foulum,Rotation 4,4,Mineral fertiliser,Residue Retained,weatherBaselineopen,Baseline,No change,0,0,Open field,TRUE
SIM0418,percent,Perturbation from VAPV 0-level,foulum_Rotation4MinRet_weatherRad30dwnCenter,foulum,Rotation 4,4,Mineral fertiliser,Residue Retained,weatherRad30dwnCenter,Radiation,Decrease,30,-30,Center,FALSE
SIM0419,percent,Perturbation from VAPV 0-level,foulum_Rotation4MinRet_weatherRad20dwnCenter,foulum,Rotation 4,4,Mineral fertiliser,Residue Retained,weatherRad20dwnCenter,Radiation,Decrease,20,-20,Center,FALSE
SIM0420,percent,Perturbation from VAPV 0-level,foulum_Rotation4MinRet_weatherRad10dwnCenter,foulum,Rotation 4,4,Mineral fertiliser,Residue Retained,weatherRad10dwnCenter,Radiation,Decrease,10,-10,Center,FALSE
SIM0421,percent,Perturbation from VAPV 0-level,foulum_Rotation4MinRet_weatherRad5dwnCenter,foulum,Rotation 4,4,Mineral fertiliser,Residue Retained,weatherRad5dwnCenter,Radiation,Decrease,5,-5,Center,FALSE
SIM0422,percent,VAPV 0-level (modelled microclimate),foulum_Rotation4MinRet_weatherRad0Center,foulum,Rotation 4,4,Mineral fertiliser,Residue Retained,weatherRad0Center,Radiation,No change,0,0,Center,FALSE
SIM0423,percent,VAPV 0-level (modelled microclimate),foulum_Rotation4MinRet_weatherRad0East,foulum,Rotation 4,4,Mineral fertiliser,Residue Retained,weatherRad0East,Radiation,No change,0,0,East,FALSE
SIM0424,percent,VAPV 0-level (modelled microclimate),foulum_Rotation4MinRet_weatherRad0West,foulum,Rotation 4,4,Mineral fertiliser,Residue Retained,weatherRad0West,Radiation,No change,0,0,West,FALSE
SIM0425,degC,Perturbation from VAPV 0-level,foulum_Rotation4MinRet_weatherTmp3dwnCenter,foulum,Rotation 4,4,Mineral fertiliser,Residue Retained,weatherTmp3dwnCenter,Temperature,Decrease,3,-3,Center,FALSE
SIM0426,degC,Perturbation from VAPV 0-level,foulum_Rotation4MinRet_weatherTmp2dwnCenter,foulum,Rotation 4,4,Mineral fertiliser,Residue Retained,weatherTmp2dwnCenter,Temperature,Decrease,2,-2,Center,FALSE
SIM0427,degC,VAPV 0-level (modelled microclimate),foulum_Rotation4MinRet_weatherTmp0Center,foulum,Rotation 4,4,Mineral fertiliser,Residue Retained,weatherTmp0Center,Temperature,No change,0,0,Center,FALSE
SIM0428,degC,VAPV 0-level (modelled microclimate),foulum_Rotation4MinRet_weatherTmp0East,foulum,Rotation 4,4,Mineral fertiliser,Residue Retained,weatherTmp0East,Temperature,No change,0,0,East,FALSE
SIM0429,degC,VAPV 0-level (modelled microclimate),foulum_Rotation4MinRet_weatherTmp0West,foulum,Rotation 4,4,Mineral fertiliser,Residue Retained,weatherTmp0West,Temperature,No change,0,0,West,FALSE
SIM0430,degC,Perturbation from VAPV 0-level,foulum_Rotation4MinRet_weatherTmp0p5upCenter,foulum,Rotation 4,4,Mineral fertiliser,Residue Retained,weatherTmp0p5upCenter,Temperature,Increase,0.5,0.5,Center,FALSE
SIM0431,degC,Perturbation from VAPV 0-level,foulum_Rotation4MinRet_weatherTmp1upCenter,foulum,Rotation 4,4,Mineral fertiliser,Residue Retained,weatherTmp1upCenter,Temperature,Increase,1,1,Center,FALSE
SIM0432,degC,Perturbation from VAPV 0-level,foulum_Rotation4MinRet_weatherTmp2upCenter,foulum,Rotation 4,4,Mineral fertiliser,Residue Retained,weatherTmp2upCenter,Temperature,Increase,2,2,Center,FALSE
SIM0433,degC,Perturbation from VAPV 0-level,foulum_Rotation4MinRet_weatherTmp3upCenter,foulum,Rotation 4,4,Mineral fertiliser,Residue Retained,weatherTmp3upCenter,Temperature,Increase,3,3,Center,FALSE
SIM0434,percent,Perturbation from VAPV 0-level,foulum_Rotation4MinRet_weatherWin70dwnCenter,foulum,Rotation 4,4,Mineral fertiliser,Residue Retained,weatherWin70dwnCenter,Wind,Decrease,70,-70,Center,FALSE
SIM0435,percent,Perturbation from VAPV 0-level,foulum_Rotation4MinRet_weatherWin60dwnCenter,foulum,Rotation 4,4,Mineral fertiliser,Residue Retained,weatherWin60dwnCenter,Wind,Decrease,60,-60,Center,FALSE
SIM0436,percent,Perturbation from VAPV 0-level,foulum_Rotation4MinRet_weatherWin50dwnCenter,foulum,Rotation 4,4,Mineral fertiliser,Residue Retained,weatherWin50dwnCenter,Wind,Decrease,50,-50,Center,FALSE
SIM0437,percent,Perturbation from VAPV 0-level,foulum_Rotation4MinRet_weatherWin40dwnCenter,foulum,Rotation 4,4,Mineral fertiliser,Residue Retained,weatherWin40dwnCenter,Wind,Decrease,40,-40,Center,FALSE
SIM0438,percent,Perturbation from VAPV 0-level,foulum_Rotation4MinRet_weatherWin30dwnCenter,foulum,Rotation 4,4,Mineral fertiliser,Residue Retained,weatherWin30dwnCenter,Wind,Decrease,30,-30,Center,FALSE
SIM0439,percent,Perturbation from VAPV 0-level,foulum_Rotation4MinRet_weatherWin20dwnCenter,foulum,Rotation 4,4,Mineral fertiliser,Residue Retained,weatherWin20dwnCenter,Wind,Decrease,20,-20,Center,FALSE
SIM0440,percent,VAPV 0-level (modelled microclimate),foulum_Rotation4MinRet_weatherWin0Center,foulum,Rotation 4,4,Mineral fertiliser,Residue Retained,weatherWin0Center,Wind,No change,0,0,Center,FALSE
SIM0441,percent,VAPV 0-level (modelled microclimate),foulum_Rotation4MinRet_weatherWin0East,foulum,Rotation 4,4,Mineral fertiliser,Residue Retained,weatherWin0East,Wind,No change,0,0,East,FALSE
SIM0442,percent,VAPV 0-level (modelled microclimate),foulum_Rotation4MinRet_weatherWin0West,foulum,Rotation 4,4,Mineral fertiliser,Residue Retained,weatherWin0West,Wind,No change,0,0,West,FALSE
SIM0443,NA,Open-field baseline,foulum_RotationCMin_weatherBaselineopen,foulum,Rotation C,C,Mineral fertiliser,NA,weatherBaselineopen,Baseline,No change,0,0,Open field,TRUE
SIM0444,percent,Perturbation from VAPV 0-level,foulum_RotationCMin_weatherRad30dwnCenter,foulum,Rotation C,C,Mineral fertiliser,NA,weatherRad30dwnCenter,Radiation,Decrease,30,-30,Center,FALSE
SIM0445,percent,Perturbation from VAPV 0-level,foulum_RotationCMin_weatherRad20dwnCenter,foulum,Rotation C,C,Mineral fertiliser,NA,weatherRad20dwnCenter,Radiation,Decrease,20,-20,Center,FALSE
SIM0446,percent,Perturbation from VAPV 0-level,foulum_RotationCMin_weatherRad10dwnCenter,foulum,Rotation C,C,Mineral fertiliser,NA,weatherRad10dwnCenter,Radiation,Decrease,10,-10,Center,FALSE
SIM0447,percent,Perturbation from VAPV 0-level,foulum_RotationCMin_weatherRad5dwnCenter,foulum,Rotation C,C,Mineral fertiliser,NA,weatherRad5dwnCenter,Radiation,Decrease,5,-5,Center,FALSE
SIM0448,percent,VAPV 0-level (modelled microclimate),foulum_RotationCMin_weatherRad0Center,foulum,Rotation C,C,Mineral fertiliser,NA,weatherRad0Center,Radiation,No change,0,0,Center,FALSE
SIM0449,percent,VAPV 0-level (modelled microclimate),foulum_RotationCMin_weatherRad0East,foulum,Rotation C,C,Mineral fertiliser,NA,weatherRad0East,Radiation,No change,0,0,East,FALSE
SIM0450,percent,VAPV 0-level (modelled microclimate),foulum_RotationCMin_weatherRad0West,foulum,Rotation C,C,Mineral fertiliser,NA,weatherRad0West,Radiation,No change,0,0,West,FALSE
SIM0451,degC,Perturbation from VAPV 0-level,foulum_RotationCMin_weatherTmp3dwnCenter,foulum,Rotation C,C,Mineral fertiliser,NA,weatherTmp3dwnCenter,Temperature,Decrease,3,-3,Center,FALSE
SIM0452,degC,Perturbation from VAPV 0-level,foulum_RotationCMin_weatherTmp2dwnCenter,foulum,Rotation C,C,Mineral fertiliser,NA,weatherTmp2dwnCenter,Temperature,Decrease,2,-2,Center,FALSE
SIM0453,degC,VAPV 0-level (modelled microclimate),foulum_RotationCMin_weatherTmp0Center,foulum,Rotation C,C,Mineral fertiliser,NA,weatherTmp0Center,Temperature,No change,0,0,Center,FALSE
SIM0454,degC,VAPV 0-level (modelled microclimate),foulum_RotationCMin_weatherTmp0East,foulum,Rotation C,C,Mineral fertiliser,NA,weatherTmp0East,Temperature,No change,0,0,East,FALSE
SIM0455,degC,VAPV 0-level (modelled microclimate),foulum_RotationCMin_weatherTmp0West,foulum,Rotation C,C,Mineral fertiliser,NA,weatherTmp0West,Temperature,No change,0,0,West,FALSE
SIM0456,degC,Perturbation from VAPV 0-level,foulum_RotationCMin_weatherTmp0p5upCenter,foulum,Rotation C,C,Mineral fertiliser,NA,weatherTmp0p5upCenter,Temperature,Increase,0.5,0.5,Center,FALSE
SIM0457,degC,Perturbation from VAPV 0-level,foulum_RotationCMin_weatherTmp1upCenter,foulum,Rotation C,C,Mineral fertiliser,NA,weatherTmp1upCenter,Temperature,Increase,1,1,Center,FALSE
SIM0458,degC,Perturbation from VAPV 0-level,foulum_RotationCMin_weatherTmp2upCenter,foulum,Rotation C,C,Mineral fertiliser,NA,weatherTmp2upCenter,Temperature,Increase,2,2,Center,FALSE
SIM0459,degC,Perturbation from VAPV 0-level,foulum_RotationCMin_weatherTmp3upCenter,foulum,Rotation C,C,Mineral fertiliser,NA,weatherTmp3upCenter,Temperature,Increase,3,3,Center,FALSE
SIM0460,percent,Perturbation from VAPV 0-level,foulum_RotationCMin_weatherWin70dwnCenter,foulum,Rotation C,C,Mineral fertiliser,NA,weatherWin70dwnCenter,Wind,Decrease,70,-70,Center,FALSE
SIM0461,percent,Perturbation from VAPV 0-level,foulum_RotationCMin_weatherWin60dwnCenter,foulum,Rotation C,C,Mineral fertiliser,NA,weatherWin60dwnCenter,Wind,Decrease,60,-60,Center,FALSE
SIM0462,percent,Perturbation from VAPV 0-level,foulum_RotationCMin_weatherWin50dwnCenter,foulum,Rotation C,C,Mineral fertiliser,NA,weatherWin50dwnCenter,Wind,Decrease,50,-50,Center,FALSE
SIM0463,percent,Perturbation from VAPV 0-level,foulum_RotationCMin_weatherWin40dwnCenter,foulum,Rotation C,C,Mineral fertiliser,NA,weatherWin40dwnCenter,Wind,Decrease,40,-40,Center,FALSE
SIM0464,percent,Perturbation from VAPV 0-level,foulum_RotationCMin_weatherWin30dwnCenter,foulum,Rotation C,C,Mineral fertiliser,NA,weatherWin30dwnCenter,Wind,Decrease,30,-30,Center,FALSE
SIM0465,percent,Perturbation from VAPV 0-level,foulum_RotationCMin_weatherWin20dwnCenter,foulum,Rotation C,C,Mineral fertiliser,NA,weatherWin20dwnCenter,Wind,Decrease,20,-20,Center,FALSE
SIM0466,percent,VAPV 0-level (modelled microclimate),foulum_RotationCMin_weatherWin0Center,foulum,Rotation C,C,Mineral fertiliser,NA,weatherWin0Center,Wind,No change,0,0,Center,FALSE
SIM0467,percent,VAPV 0-level (modelled microclimate),foulum_RotationCMin_weatherWin0East,foulum,Rotation C,C,Mineral fertiliser,NA,weatherWin0East,Wind,No change,0,0,East,FALSE
SIM0468,percent,VAPV 0-level (modelled microclimate),foulum_RotationCMin_weatherWin0West,foulum,Rotation C,C,Mineral fertiliser,NA,weatherWin0West,Wind,No change,0,0,West,FALSE
