simulation_id,scenario_unit,reference_type,run_id,soil,rotation,rotation_code,fertilisation,residue,weather_scenario,weather_factor,weather_direction,weather_change_pct,weather_signed_change_pct,strip_position,weather_is_baseline
SIM0122,percent,Perturbation from VAPV 0-level,foulum_Rotation1MinRet_weatherWin70dwnCenter,foulum,Rotation 1,1,Mineral fertiliser,Residue Retained,weatherWin70dwnCenter,Wind,Decrease,70,-70,Center,FALSE
SIM0123,percent,Perturbation from VAPV 0-level,foulum_Rotation1MinRet_weatherWin60dwnCenter,foulum,Rotation 1,1,Mineral fertiliser,Residue Retained,weatherWin60dwnCenter,Wind,Decrease,60,-60,Center,FALSE
SIM0124,percent,Perturbation from VAPV 0-level,foulum_Rotation1MinRet_weatherWin50dwnCenter,foulum,Rotation 1,1,Mineral fertiliser,Residue Retained,weatherWin50dwnCenter,Wind,Decrease,50,-50,Center,FALSE
SIM0125,percent,Perturbation from VAPV 0-level,foulum_Rotation1MinRet_weatherWin40dwnCenter,foulum,Rotation 1,1,Mineral fertiliser,Residue Retained,weatherWin40dwnCenter,Wind,Decrease,40,-40,Center,FALSE
SIM0126,percent,Perturbation from VAPV 0-level,foulum_Rotation1MinRet_weatherWin30dwnCenter,foulum,Rotation 1,1,Mineral fertiliser,Residue Retained,weatherWin30dwnCenter,Wind,Decrease,30,-30,Center,FALSE
SIM0127,percent,Perturbation from VAPV 0-level,foulum_Rotation1MinRet_weatherWin20dwnCenter,foulum,Rotation 1,1,Mineral fertiliser,Residue Retained,weatherWin20dwnCenter,Wind,Decrease,20,-20,Center,FALSE
SIM0128,percent,VAPV 0-level (modelled microclimate),foulum_Rotation1MinRet_weatherWin0Center,foulum,Rotation 1,1,Mineral fertiliser,Residue Retained,weatherWin0Center,Wind,No change,0,0,Center,FALSE
SIM0129,percent,VAPV 0-level (modelled microclimate),foulum_Rotation1MinRet_weatherWin0East,foulum,Rotation 1,1,Mineral fertiliser,Residue Retained,weatherWin0East,Wind,No change,0,0,East,FALSE
SIM0130,percent,VAPV 0-level (modelled microclimate),foulum_Rotation1MinRet_weatherWin0West,foulum,Rotation 1,1,Mineral fertiliser,Residue Retained,weatherWin0West,Wind,No change,0,0,West,FALSE
SIM0131,NA,Open-field baseline,foulum_Rotation2DigRem_weatherBaselineopen,foulum,Rotation 2,2,Biogas digestate,Residue Removed,weatherBaselineopen,Baseline,No change,0,0,Open field,TRUE
SIM0132,percent,Perturbation from VAPV 0-level,foulum_Rotation2DigRem_weatherRad30dwnCenter,foulum,Rotation 2,2,Biogas digestate,Residue Removed,weatherRad30dwnCenter,Radiation,Decrease,30,-30,Center,FALSE
SIM0133,percent,Perturbation from VAPV 0-level,foulum_Rotation2DigRem_weatherRad20dwnCenter,foulum,Rotation 2,2,Biogas digestate,Residue Removed,weatherRad20dwnCenter,Radiation,Decrease,20,-20,Center,FALSE
SIM0134,percent,Perturbation from VAPV 0-level,foulum_Rotation2DigRem_weatherRad10dwnCenter,foulum,Rotation 2,2,Biogas digestate,Residue Removed,weatherRad10dwnCenter,Radiation,Decrease,10,-10,Center,FALSE
SIM0135,percent,Perturbation from VAPV 0-level,foulum_Rotation2DigRem_weatherRad5dwnCenter,foulum,Rotation 2,2,Biogas digestate,Residue Removed,weatherRad5dwnCenter,Radiation,Decrease,5,-5,Center,FALSE
SIM0136,percent,VAPV 0-level (modelled microclimate),foulum_Rotation2DigRem_weatherRad0Center,foulum,Rotation 2,2,Biogas digestate,Residue Removed,weatherRad0Center,Radiation,No change,0,0,Center,FALSE
SIM0137,percent,VAPV 0-level (modelled microclimate),foulum_Rotation2DigRem_weatherRad0East,foulum,Rotation 2,2,Biogas digestate,Residue Removed,weatherRad0East,Radiation,No change,0,0,East,FALSE
SIM0138,percent,VAPV 0-level (modelled microclimate),foulum_Rotation2DigRem_weatherRad0West,foulum,Rotation 2,2,Biogas digestate,Residue Removed,weatherRad0West,Radiation,No change,0,0,West,FALSE
SIM0139,degC,Perturbation from VAPV 0-level,foulum_Rotation2DigRem_weatherTmp3dwnCenter,foulum,Rotation 2,2,Biogas digestate,Residue Removed,weatherTmp3dwnCenter,Temperature,Decrease,3,-3,Center,FALSE
SIM0140,degC,Perturbation from VAPV 0-level,foulum_Rotation2DigRem_weatherTmp2dwnCenter,foulum,Rotation 2,2,Biogas digestate,Residue Removed,weatherTmp2dwnCenter,Temperature,Decrease,2,-2,Center,FALSE
SIM0141,degC,VAPV 0-level (modelled microclimate),foulum_Rotation2DigRem_weatherTmp0Center,foulum,Rotation 2,2,Biogas digestate,Residue Removed,weatherTmp0Center,Temperature,No change,0,0,Center,FALSE
SIM0142,degC,VAPV 0-level (modelled microclimate),foulum_Rotation2DigRem_weatherTmp0East,foulum,Rotation 2,2,Biogas digestate,Residue Removed,weatherTmp0East,Temperature,No change,0,0,East,FALSE
SIM0143,degC,VAPV 0-level (modelled microclimate),foulum_Rotation2DigRem_weatherTmp0West,foulum,Rotation 2,2,Biogas digestate,Residue Removed,weatherTmp0West,Temperature,No change,0,0,West,FALSE
SIM0144,degC,Perturbation from VAPV 0-level,foulum_Rotation2DigRem_weatherTmp0p5upCenter,foulum,Rotation 2,2,Biogas digestate,Residue Removed,weatherTmp0p5upCenter,Temperature,Increase,0.5,0.5,Center,FALSE
SIM0145,degC,Perturbation from VAPV 0-level,foulum_Rotation2DigRem_weatherTmp1upCenter,foulum,Rotation 2,2,Biogas digestate,Residue Removed,weatherTmp1upCenter,Temperature,Increase,1,1,Center,FALSE
SIM0146,degC,Perturbation from VAPV 0-level,foulum_Rotation2DigRem_weatherTmp2upCenter,foulum,Rotation 2,2,Biogas digestate,Residue Removed,weatherTmp2upCenter,Temperature,Increase,2,2,Center,FALSE
SIM0147,degC,Perturbation from VAPV 0-level,foulum_Rotation2DigRem_weatherTmp3upCenter,foulum,Rotation 2,2,Biogas digestate,Residue Removed,weatherTmp3upCenter,Temperature,Increase,3,3,Center,FALSE
SIM0148,percent,Perturbation from VAPV 0-level,foulum_Rotation2DigRem_weatherWin70dwnCenter,foulum,Rotation 2,2,Biogas digestate,Residue Removed,weatherWin70dwnCenter,Wind,Decrease,70,-70,Center,FALSE
SIM0149,percent,Perturbation from VAPV 0-level,foulum_Rotation2DigRem_weatherWin60dwnCenter,foulum,Rotation 2,2,Biogas digestate,Residue Removed,weatherWin60dwnCenter,Wind,Decrease,60,-60,Center,FALSE
SIM0150,percent,Perturbation from VAPV 0-level,foulum_Rotation2DigRem_weatherWin50dwnCenter,foulum,Rotation 2,2,Biogas digestate,Residue Removed,weatherWin50dwnCenter,Wind,Decrease,50,-50,Center,FALSE
SIM0151,percent,Perturbation from VAPV 0-level,foulum_Rotation2DigRem_weatherWin40dwnCenter,foulum,Rotation 2,2,Biogas digestate,Residue Removed,weatherWin40dwnCenter,Wind,Decrease,40,-40,Center,FALSE
SIM0152,percent,Perturbation from VAPV 0-level,foulum_Rotation2DigRem_weatherWin30dwnCenter,foulum,Rotation 2,2,Biogas digestate,Residue Removed,weatherWin30dwnCenter,Wind,Decrease,30,-30,Center,FALSE
SIM0153,percent,Perturbation from VAPV 0-level,foulum_Rotation2DigRem_weatherWin20dwnCenter,foulum,Rotation 2,2,Biogas digestate,Residue Removed,weatherWin20dwnCenter,Wind,Decrease,20,-20,Center,FALSE
SIM0154,percent,VAPV 0-level (modelled microclimate),foulum_Rotation2DigRem_weatherWin0Center,foulum,Rotation 2,2,Biogas digestate,Residue Removed,weatherWin0Center,Wind,No change,0,0,Center,FALSE
SIM0155,percent,VAPV 0-level (modelled microclimate),foulum_Rotation2DigRem_weatherWin0East,foulum,Rotation 2,2,Biogas digestate,Residue Removed,weatherWin0East,Wind,No change,0,0,East,FALSE
SIM0156,percent,VAPV 0-level (modelled microclimate),foulum_Rotation2DigRem_weatherWin0West,foulum,Rotation 2,2,Biogas digestate,Residue Removed,weatherWin0West,Wind,No change,0,0,West,FALSE
SIM0157,NA,Open-field baseline,foulum_Rotation2DigRet_weatherBaselineopen,foulum,Rotation 2,2,Biogas digestate,Residue Retained,weatherBaselineopen,Baseline,No change,0,0,Open field,TRUE
SIM0158,percent,Perturbation from VAPV 0-level,foulum_Rotation2DigRet_weatherRad30dwnCenter,foulum,Rotation 2,2,Biogas digestate,Residue Retained,weatherRad30dwnCenter,Radiation,Decrease,30,-30,Center,FALSE
SIM0159,percent,Perturbation from VAPV 0-level,foulum_Rotation2DigRet_weatherRad20dwnCenter,foulum,Rotation 2,2,Biogas digestate,Residue Retained,weatherRad20dwnCenter,Radiation,Decrease,20,-20,Center,FALSE
SIM0160,percent,Perturbation from VAPV 0-level,foulum_Rotation2DigRet_weatherRad10dwnCenter,foulum,Rotation 2,2,Biogas digestate,Residue Retained,weatherRad10dwnCenter,Radiation,Decrease,10,-10,Center,FALSE
SIM0161,percent,Perturbation from VAPV 0-level,foulum_Rotation2DigRet_weatherRad5dwnCenter,foulum,Rotation 2,2,Biogas digestate,Residue Retained,weatherRad5dwnCenter,Radiation,Decrease,5,-5,Center,FALSE
SIM0162,percent,VAPV 0-level (modelled microclimate),foulum_Rotation2DigRet_weatherRad0Center,foulum,Rotation 2,2,Biogas digestate,Residue Retained,weatherRad0Center,Radiation,No change,0,0,Center,FALSE
SIM0163,percent,VAPV 0-level (modelled microclimate),foulum_Rotation2DigRet_weatherRad0East,foulum,Rotation 2,2,Biogas digestate,Residue Retained,weatherRad0East,Radiation,No change,0,0,East,FALSE
SIM0164,percent,VAPV 0-level (modelled microclimate),foulum_Rotation2DigRet_weatherRad0West,foulum,Rotation 2,2,Biogas digestate,Residue Retained,weatherRad0West,Radiation,No change,0,0,West,FALSE
SIM0165,degC,Perturbation from VAPV 0-level,foulum_Rotation2DigRet_weatherTmp3dwnCenter,foulum,Rotation 2,2,Biogas digestate,Residue Retained,weatherTmp3dwnCenter,Temperature,Decrease,3,-3,Center,FALSE
SIM0166,degC,Perturbation from VAPV 0-level,foulum_Rotation2DigRet_weatherTmp2dwnCenter,foulum,Rotation 2,2,Biogas digestate,Residue Retained,weatherTmp2dwnCenter,Temperature,Decrease,2,-2,Center,FALSE
SIM0167,degC,VAPV 0-level (modelled microclimate),foulum_Rotation2DigRet_weatherTmp0Center,foulum,Rotation 2,2,Biogas digestate,Residue Retained,weatherTmp0Center,Temperature,No change,0,0,Center,FALSE
SIM0168,degC,VAPV 0-level (modelled microclimate),foulum_Rotation2DigRet_weatherTmp0East,foulum,Rotation 2,2,Biogas digestate,Residue Retained,weatherTmp0East,Temperature,No change,0,0,East,FALSE
SIM0169,degC,VAPV 0-level (modelled microclimate),foulum_Rotation2DigRet_weatherTmp0West,foulum,Rotation 2,2,Biogas digestate,Residue Retained,weatherTmp0West,Temperature,No change,0,0,West,FALSE
SIM0170,degC,Perturbation from VAPV 0-level,foulum_Rotation2DigRet_weatherTmp0p5upCenter,foulum,Rotation 2,2,Biogas digestate,Residue Retained,weatherTmp0p5upCenter,Temperature,Increase,0.5,0.5,Center,FALSE
SIM0171,degC,Perturbation from VAPV 0-level,foulum_Rotation2DigRet_weatherTmp1upCenter,foulum,Rotation 2,2,Biogas digestate,Residue Retained,weatherTmp1upCenter,Temperature,Increase,1,1,Center,FALSE
SIM0172,degC,Perturbation from VAPV 0-level,foulum_Rotation2DigRet_weatherTmp2upCenter,foulum,Rotation 2,2,Biogas digestate,Residue Retained,weatherTmp2upCenter,Temperature,Increase,2,2,Center,FALSE
SIM0173,degC,Perturbation from VAPV 0-level,foulum_Rotation2DigRet_weatherTmp3upCenter,foulum,Rotation 2,2,Biogas digestate,Residue Retained,weatherTmp3upCenter,Temperature,Increase,3,3,Center,FALSE
SIM0174,percent,Perturbation from VAPV 0-level,foulum_Rotation2DigRet_weatherWin70dwnCenter,foulum,Rotation 2,2,Biogas digestate,Residue Retained,weatherWin70dwnCenter,Wind,Decrease,70,-70,Center,FALSE
SIM0175,percent,Perturbation from VAPV 0-level,foulum_Rotation2DigRet_weatherWin60dwnCenter,foulum,Rotation 2,2,Biogas digestate,Residue Retained,weatherWin60dwnCenter,Wind,Decrease,60,-60,Center,FALSE
SIM0176,percent,Perturbation from VAPV 0-level,foulum_Rotation2DigRet_weatherWin50dwnCenter,foulum,Rotation 2,2,Biogas digestate,Residue Retained,weatherWin50dwnCenter,Wind,Decrease,50,-50,Center,FALSE
SIM0177,percent,Perturbation from VAPV 0-level,foulum_Rotation2DigRet_weatherWin40dwnCenter,foulum,Rotation 2,2,Biogas digestate,Residue Retained,weatherWin40dwnCenter,Wind,Decrease,40,-40,Center,FALSE
SIM0178,percent,Perturbation from VAPV 0-level,foulum_Rotation2DigRet_weatherWin30dwnCenter,foulum,Rotation 2,2,Biogas digestate,Residue Retained,weatherWin30dwnCenter,Wind,Decrease,30,-30,Center,FALSE
SIM0179,percent,Perturbation from VAPV 0-level,foulum_Rotation2DigRet_weatherWin20dwnCenter,foulum,Rotation 2,2,Biogas digestate,Residue Retained,weatherWin20dwnCenter,Wind,Decrease,20,-20,Center,FALSE
SIM0180,percent,VAPV 0-level (modelled microclimate),foulum_Rotation2DigRet_weatherWin0Center,foulum,Rotation 2,2,Biogas digestate,Residue Retained,weatherWin0Center,Wind,No change,0,0,Center,FALSE
SIM0181,percent,VAPV 0-level (modelled microclimate),foulum_Rotation2DigRet_weatherWin0East,foulum,Rotation 2,2,Biogas digestate,Residue Retained,weatherWin0East,Wind,No change,0,0,East,FALSE
SIM0182,percent,VAPV 0-level (modelled microclimate),foulum_Rotation2DigRet_weatherWin0West,foulum,Rotation 2,2,Biogas digestate,Residue Retained,weatherWin0West,Wind,No change,0,0,West,FALSE
SIM0183,NA,Open-field baseline,foulum_Rotation2MinRem_weatherBaselineopen,foulum,Rotation 2,2,Mineral fertiliser,Residue Removed,weatherBaselineopen,Baseline,No change,0,0,Open field,TRUE
SIM0184,percent,Perturbation from VAPV 0-level,foulum_Rotation2MinRem_weatherRad30dwnCenter,foulum,Rotation 2,2,Mineral fertiliser,Residue Removed,weatherRad30dwnCenter,Radiation,Decrease,30,-30,Center,FALSE
SIM0185,percent,Perturbation from VAPV 0-level,foulum_Rotation2MinRem_weatherRad20dwnCenter,foulum,Rotation 2,2,Mineral fertiliser,Residue Removed,weatherRad20dwnCenter,Radiation,Decrease,20,-20,Center,FALSE
SIM0186,percent,Perturbation from VAPV 0-level,foulum_Rotation2MinRem_weatherRad10dwnCenter,foulum,Rotation 2,2,Mineral fertiliser,Residue Removed,weatherRad10dwnCenter,Radiation,Decrease,10,-10,Center,FALSE
SIM0187,percent,Perturbation from VAPV 0-level,foulum_Rotation2MinRem_weatherRad5dwnCenter,foulum,Rotation 2,2,Mineral fertiliser,Residue Removed,weatherRad5dwnCenter,Radiation,Decrease,5,-5,Center,FALSE
SIM0188,percent,VAPV 0-level (modelled microclimate),foulum_Rotation2MinRem_weatherRad0Center,foulum,Rotation 2,2,Mineral fertiliser,Residue Removed,weatherRad0Center,Radiation,No change,0,0,Center,FALSE
SIM0189,percent,VAPV 0-level (modelled microclimate),foulum_Rotation2MinRem_weatherRad0East,foulum,Rotation 2,2,Mineral fertiliser,Residue Removed,weatherRad0East,Radiation,No change,0,0,East,FALSE
SIM0190,percent,VAPV 0-level (modelled microclimate),foulum_Rotation2MinRem_weatherRad0West,foulum,Rotation 2,2,Mineral fertiliser,Residue Removed,weatherRad0West,Radiation,No change,0,0,West,FALSE
SIM0191,degC,Perturbation from VAPV 0-level,foulum_Rotation2MinRem_weatherTmp3dwnCenter,foulum,Rotation 2,2,Mineral fertiliser,Residue Removed,weatherTmp3dwnCenter,Temperature,Decrease,3,-3,Center,FALSE
SIM0192,degC,Perturbation from VAPV 0-level,foulum_Rotation2MinRem_weatherTmp2dwnCenter,foulum,Rotation 2,2,Mineral fertiliser,Residue Removed,weatherTmp2dwnCenter,Temperature,Decrease,2,-2,Center,FALSE
SIM0193,degC,VAPV 0-level (modelled microclimate),foulum_Rotation2MinRem_weatherTmp0Center,foulum,Rotation 2,2,Mineral fertiliser,Residue Removed,weatherTmp0Center,Temperature,No change,0,0,Center,FALSE
SIM0194,degC,VAPV 0-level (modelled microclimate),foulum_Rotation2MinRem_weatherTmp0East,foulum,Rotation 2,2,Mineral fertiliser,Residue Removed,weatherTmp0East,Temperature,No change,0,0,East,FALSE
SIM0195,degC,VAPV 0-level (modelled microclimate),foulum_Rotation2MinRem_weatherTmp0West,foulum,Rotation 2,2,Mineral fertiliser,Residue Removed,weatherTmp0West,Temperature,No change,0,0,West,FALSE
SIM0196,degC,Perturbation from VAPV 0-level,foulum_Rotation2MinRem_weatherTmp0p5upCenter,foulum,Rotation 2,2,Mineral fertiliser,Residue Removed,weatherTmp0p5upCenter,Temperature,Increase,0.5,0.5,Center,FALSE
SIM0197,degC,Perturbation from VAPV 0-level,foulum_Rotation2MinRem_weatherTmp1upCenter,foulum,Rotation 2,2,Mineral fertiliser,Residue Removed,weatherTmp1upCenter,Temperature,Increase,1,1,Center,FALSE
SIM0198,degC,Perturbation from VAPV 0-level,foulum_Rotation2MinRem_weatherTmp2upCenter,foulum,Rotation 2,2,Mineral fertiliser,Residue Removed,weatherTmp2upCenter,Temperature,Increase,2,2,Center,FALSE
SIM0199,degC,Perturbation from VAPV 0-level,foulum_Rotation2MinRem_weatherTmp3upCenter,foulum,Rotation 2,2,Mineral fertiliser,Residue Removed,weatherTmp3upCenter,Temperature,Increase,3,3,Center,FALSE
SIM0200,percent,Perturbation from VAPV 0-level,foulum_Rotation2MinRem_weatherWin70dwnCenter,foulum,Rotation 2,2,Mineral fertiliser,Residue Removed,weatherWin70dwnCenter,Wind,Decrease,70,-70,Center,FALSE
SIM0201,percent,Perturbation from VAPV 0-level,foulum_Rotation2MinRem_weatherWin60dwnCenter,foulum,Rotation 2,2,Mineral fertiliser,Residue Removed,weatherWin60dwnCenter,Wind,Decrease,60,-60,Center,FALSE
SIM0202,percent,Perturbation from VAPV 0-level,foulum_Rotation2MinRem_weatherWin50dwnCenter,foulum,Rotation 2,2,Mineral fertiliser,Residue Removed,weatherWin50dwnCenter,Wind,Decrease,50,-50,Center,FALSE
SIM0203,percent,Perturbation from VAPV 0-level,foulum_Rotation2MinRem_weatherWin40dwnCenter,foulum,Rotation 2,2,Mineral fertiliser,Residue Removed,weatherWin40dwnCenter,Wind,Decrease,40,-40,Center,FALSE
SIM0204,percent,Perturbation from VAPV 0-level,foulum_Rotation2MinRem_weatherWin30dwnCenter,foulum,Rotation 2,2,Mineral fertiliser,Residue Removed,weatherWin30dwnCenter,Wind,Decrease,30,-30,Center,FALSE
SIM0205,percent,Perturbation from VAPV 0-level,foulum_Rotation2MinRem_weatherWin20dwnCenter,foulum,Rotation 2,2,Mineral fertiliser,Residue Removed,weatherWin20dwnCenter,Wind,Decrease,20,-20,Center,FALSE
SIM0206,percent,VAPV 0-level (modelled microclimate),foulum_Rotation2MinRem_weatherWin0Center,foulum,Rotation 2,2,Mineral fertiliser,Residue Removed,weatherWin0Center,Wind,No change,0,0,Center,FALSE
SIM0207,percent,VAPV 0-level (modelled microclimate),foulum_Rotation2MinRem_weatherWin0East,foulum,Rotation 2,2,Mineral fertiliser,Residue Removed,weatherWin0East,Wind,No change,0,0,East,FALSE
SIM0208,percent,VAPV 0-level (modelled microclimate),foulum_Rotation2MinRem_weatherWin0West,foulum,Rotation 2,2,Mineral fertiliser,Residue Removed,weatherWin0West,Wind,No change,0,0,West,FALSE
SIM0209,NA,Open-field baseline,foulum_Rotation2MinRet_weatherBaselineopen,foulum,Rotation 2,2,Mineral fertiliser,Residue Retained,weatherBaselineopen,Baseline,No change,0,0,Open field,TRUE
SIM0210,percent,Perturbation from VAPV 0-level,foulum_Rotation2MinRet_weatherRad30dwnCenter,foulum,Rotation 2,2,Mineral fertiliser,Residue Retained,weatherRad30dwnCenter,Radiation,Decrease,30,-30,Center,FALSE
SIM0211,percent,Perturbation from VAPV 0-level,foulum_Rotation2MinRet_weatherRad20dwnCenter,foulum,Rotation 2,2,Mineral fertiliser,Residue Retained,weatherRad20dwnCenter,Radiation,Decrease,20,-20,Center,FALSE
SIM0212,percent,Perturbation from VAPV 0-level,foulum_Rotation2MinRet_weatherRad10dwnCenter,foulum,Rotation 2,2,Mineral fertiliser,Residue Retained,weatherRad10dwnCenter,Radiation,Decrease,10,-10,Center,FALSE
SIM0213,percent,Perturbation from VAPV 0-level,foulum_Rotation2MinRet_weatherRad5dwnCenter,foulum,Rotation 2,2,Mineral fertiliser,Residue Retained,weatherRad5dwnCenter,Radiation,Decrease,5,-5,Center,FALSE
SIM0214,percent,VAPV 0-level (modelled microclimate),foulum_Rotation2MinRet_weatherRad0Center,foulum,Rotation 2,2,Mineral fertiliser,Residue Retained,weatherRad0Center,Radiation,No change,0,0,Center,FALSE
SIM0215,percent,VAPV 0-level (modelled microclimate),foulum_Rotation2MinRet_weatherRad0East,foulum,Rotation 2,2,Mineral fertiliser,Residue Retained,weatherRad0East,Radiation,No change,0,0,East,FALSE
SIM0216,percent,VAPV 0-level (modelled microclimate),foulum_Rotation2MinRet_weatherRad0West,foulum,Rotation 2,2,Mineral fertiliser,Residue Retained,weatherRad0West,Radiation,No change,0,0,West,FALSE
SIM0217,degC,Perturbation from VAPV 0-level,foulum_Rotation2MinRet_weatherTmp3dwnCenter,foulum,Rotation 2,2,Mineral fertiliser,Residue Retained,weatherTmp3dwnCenter,Temperature,Decrease,3,-3,Center,FALSE
SIM0218,degC,Perturbation from VAPV 0-level,foulum_Rotation2MinRet_weatherTmp2dwnCenter,foulum,Rotation 2,2,Mineral fertiliser,Residue Retained,weatherTmp2dwnCenter,Temperature,Decrease,2,-2,Center,FALSE
SIM0219,degC,VAPV 0-level (modelled microclimate),foulum_Rotation2MinRet_weatherTmp0Center,foulum,Rotation 2,2,Mineral fertiliser,Residue Retained,weatherTmp0Center,Temperature,No change,0,0,Center,FALSE
SIM0220,degC,VAPV 0-level (modelled microclimate),foulum_Rotation2MinRet_weatherTmp0East,foulum,Rotation 2,2,Mineral fertiliser,Residue Retained,weatherTmp0East,Temperature,No change,0,0,East,FALSE
SIM0221,degC,VAPV 0-level (modelled microclimate),foulum_Rotation2MinRet_weatherTmp0West,foulum,Rotation 2,2,Mineral fertiliser,Residue Retained,weatherTmp0West,Temperature,No change,0,0,West,FALSE
SIM0222,degC,Perturbation from VAPV 0-level,foulum_Rotation2MinRet_weatherTmp0p5upCenter,foulum,Rotation 2,2,Mineral fertiliser,Residue Retained,weatherTmp0p5upCenter,Temperature,Increase,0.5,0.5,Center,FALSE
SIM0223,degC,Perturbation from VAPV 0-level,foulum_Rotation2MinRet_weatherTmp1upCenter,foulum,Rotation 2,2,Mineral fertiliser,Residue Retained,weatherTmp1upCenter,Temperature,Increase,1,1,Center,FALSE
SIM0224,degC,Perturbation from VAPV 0-level,foulum_Rotation2MinRet_weatherTmp2upCenter,foulum,Rotation 2,2,Mineral fertiliser,Residue Retained,weatherTmp2upCenter,Temperature,Increase,2,2,Center,FALSE
SIM0225,degC,Perturbation from VAPV 0-level,foulum_Rotation2MinRet_weatherTmp3upCenter,foulum,Rotation 2,2,Mineral fertiliser,Residue Retained,weatherTmp3upCenter,Temperature,Increase,3,3,Center,FALSE
SIM0226,percent,Perturbation from VAPV 0-level,foulum_Rotation2MinRet_weatherWin70dwnCenter,foulum,Rotation 2,2,Mineral fertiliser,Residue Retained,weatherWin70dwnCenter,Wind,Decrease,70,-70,Center,FALSE
SIM0227,percent,Perturbation from VAPV 0-level,foulum_Rotation2MinRet_weatherWin60dwnCenter,foulum,Rotation 2,2,Mineral fertiliser,Residue Retained,weatherWin60dwnCenter,Wind,Decrease,60,-60,Center,FALSE
SIM0228,percent,Perturbation from VAPV 0-level,foulum_Rotation2MinRet_weatherWin50dwnCenter,foulum,Rotation 2,2,Mineral fertiliser,Residue Retained,weatherWin50dwnCenter,Wind,Decrease,50,-50,Center,FALSE
SIM0229,percent,Perturbation from VAPV 0-level,foulum_Rotation2MinRet_weatherWin40dwnCenter,foulum,Rotation 2,2,Mineral fertiliser,Residue Retained,weatherWin40dwnCenter,Wind,Decrease,40,-40,Center,FALSE
SIM0230,percent,Perturbation from VAPV 0-level,foulum_Rotation2MinRet_weatherWin30dwnCenter,foulum,Rotation 2,2,Mineral fertiliser,Residue Retained,weatherWin30dwnCenter,Wind,Decrease,30,-30,Center,FALSE
SIM0231,percent,Perturbation from VAPV 0-level,foulum_Rotation2MinRet_weatherWin20dwnCenter,foulum,Rotation 2,2,Mineral fertiliser,Residue Retained,weatherWin20dwnCenter,Wind,Decrease,20,-20,Center,FALSE
SIM0232,percent,VAPV 0-level (modelled microclimate),foulum_Rotation2MinRet_weatherWin0Center,foulum,Rotation 2,2,Mineral fertiliser,Residue Retained,weatherWin0Center,Wind,No change,0,0,Center,FALSE
SIM0233,percent,VAPV 0-level (modelled microclimate),foulum_Rotation2MinRet_weatherWin0East,foulum,Rotation 2,2,Mineral fertiliser,Residue Retained,weatherWin0East,Wind,No change,0,0,East,FALSE
SIM0234,percent,VAPV 0-level (modelled microclimate),foulum_Rotation2MinRet_weatherWin0West,foulum,Rotation 2,2,Mineral fertiliser,Residue Retained,weatherWin0West,Wind,No change,0,0,West,FALSE
SIM0235,NA,Open-field baseline,foulum_Rotation3DigRem_weatherBaselineopen,foulum,Rotation 3,3,Biogas digestate,Residue Removed,weatherBaselineopen,Baseline,No change,0,0,Open field,TRUE
SIM0236,percent,Perturbation from VAPV 0-level,foulum_Rotation3DigRem_weatherRad30dwnCenter,foulum,Rotation 3,3,Biogas digestate,Residue Removed,weatherRad30dwnCenter,Radiation,Decrease,30,-30,Center,FALSE
SIM0237,percent,Perturbation from VAPV 0-level,foulum_Rotation3DigRem_weatherRad20dwnCenter,foulum,Rotation 3,3,Biogas digestate,Residue Removed,weatherRad20dwnCenter,Radiation,Decrease,20,-20,Center,FALSE
SIM0238,percent,Perturbation from VAPV 0-level,foulum_Rotation3DigRem_weatherRad10dwnCenter,foulum,Rotation 3,3,Biogas digestate,Residue Removed,weatherRad10dwnCenter,Radiation,Decrease,10,-10,Center,FALSE
SIM0239,percent,Perturbation from VAPV 0-level,foulum_Rotation3DigRem_weatherRad5dwnCenter,foulum,Rotation 3,3,Biogas digestate,Residue Removed,weatherRad5dwnCenter,Radiation,Decrease,5,-5,Center,FALSE
SIM0240,percent,VAPV 0-level (modelled microclimate),foulum_Rotation3DigRem_weatherRad0Center,foulum,Rotation 3,3,Biogas digestate,Residue Removed,weatherRad0Center,Radiation,No change,0,0,Center,FALSE
SIM0241,percent,VAPV 0-level (modelled microclimate),foulum_Rotation3DigRem_weatherRad0East,foulum,Rotation 3,3,Biogas digestate,Residue Removed,weatherRad0East,Radiation,No change,0,0,East,FALSE
SIM0242,percent,VAPV 0-level (modelled microclimate),foulum_Rotation3DigRem_weatherRad0West,foulum,Rotation 3,3,Biogas digestate,Residue Removed,weatherRad0West,Radiation,No change,0,0,West,FALSE
SIM0243,degC,Perturbation from VAPV 0-level,foulum_Rotation3DigRem_weatherTmp3dwnCenter,foulum,Rotation 3,3,Biogas digestate,Residue Removed,weatherTmp3dwnCenter,Temperature,Decrease,3,-3,Center,FALSE
SIM0244,degC,Perturbation from VAPV 0-level,foulum_Rotation3DigRem_weatherTmp2dwnCenter,foulum,Rotation 3,3,Biogas digestate,Residue Removed,weatherTmp2dwnCenter,Temperature,Decrease,2,-2,Center,FALSE
SIM0245,degC,VAPV 0-level (modelled microclimate),foulum_Rotation3DigRem_weatherTmp0Center,foulum,Rotation 3,3,Biogas digestate,Residue Removed,weatherTmp0Center,Temperature,No change,0,0,Center,FALSE
